,Name,URL,Description,Ingredients,Instructions,Keywords,Question
322,"Debbie, Don’t",https://www.theeducatedbarfly.com/debbie-dont/,Created by Zachary Gelnaw-Rubin at Dutch kills and named after the ghost that haunts the bathrooms.,"- 1 oz Reposado Tequila
- 1 oz Averna
- 3/4 oz Lemon Juice
- 1/2 oz Maple Syrup
","1. Combine ingredients into a tin.
2. Shake vigorously with ice for 8-10 seconds.
3. Strain into a chilled coupe.
4. Enjoy!
","Averna, Debbie, Don’t, lemon juice, maple syrup, Reposado Tequila, Zachary Gelnaw-Rubin","Excuse me, bartender. Can I please have a Debbie, Don't cocktail?"
323,Kentucky Maid,https://www.theeducatedbarfly.com/kentucky-maid/,Recommended Bar Tools:,"- 2 oz Bourbon
- 1 oz Lime Juice
- 3/4 oz Simple Syrup
- 8 Mint Leaves
- 1 Cucumber Slice
- 2 Cucumber Slices
","1. Add mint and cucumber into a tin.
2. Lightly muddle being careful to only press the mint without shredding. 
3. Add all other ingredients and shake vigorously with ice for 8-10 seconds. 
4. Double strain in a rocks glass over a big rock of ice.
5. Garnish with 2 cucumber slices.
6. Enjoy!
","Bourbon, cucumber, Cucumber Slices, Kentucky Maid, lime juice, mint, mint leaves, simple syrup","Excuse me, bartender. Can I have a Kentucky Maid, please?"
324,Fall Back,https://www.theeducatedbarfly.com/fall-back/,A Manhattan variation Created by Sasha Petraske for the John Dory Oyster Bar in New York City around 2012.,"- 1 oz Rye
- 1 oz Applejack
- 1/2 oz Amaro Nonino
- 1/2 oz Sweet Vermouth
- 2 dashes Peychauds Bitters
- Orange Twist
","1. Add all ingredients to a mixing glass.
2. Stir 30-40 seconds or until sufficiently chilled.
3. Strain into a coupe or cocktail glass.
4. Garnish with an Orange Twist.
5. Enjoy!
","amaro nonino, applejack, Fall Back, orange twist, Peychaud’s Bitters, rye, rye whiskey, sasha petraske, sweet vermouth","Could you recommend a cocktail that incorporates rye whiskey, applejack, amaro nonino, sweet vermouth, and Peychauds bitters, and is stirred and strained into a coupe glass?"
325,Eastside,https://www.theeducatedbarfly.com/eastside/,This drink is credited to a bartender named George Delgado at a bar called Libation in New York City around 2004.,"- 2 oz Gin
- 3/4 oz Lime Juice
- 3/4 oz Simple Syrup
- 8-10 Mint Leaves
- 3 Cucumber Slices
- Mint leaf
","1. Add mint, cucumber simple syrup and lime juice to a tin.
2. Muddle lightly being careful to only express the oils from the mint.
3. Add Gin, shake with ice 8-10 seconds.
4. Double strain into a chilled coupe.
5. Enjoy!
","cucumber, cucumber discs, Cucumber Slices, Eastside, George Delgado, Gin, lime juice, mint, mint leaves, simple syrup","Could you please recreate or recommend a cocktail similar to the Eastside, which is a gin-based cocktail with cucumber, mint, lime juice, and simple syrup, credited to bartender George Delgado from the bar Libation in New York City around 2004?"
326,Greenpoint,https://www.theeducatedbarfly.com/greenpoint/,Created by Michael McIlroy at Milk & Honey in 2004.,"- 2 oz Rye Whiskey
- 1/2 oz Yellow Chartreuse
- 1/2 oz Sweet Vermouth
- 2 dashes Angostura Bitters
- 1 dash Orange Bitters
- Lemon Twist
","1. Add ingredients to a mixing glass and stir until sufficiently chilled.
2. Strain into a chilled coupe.
3. Garnish with a lemon twist
4. Enjoy!
","angostura, angostura bitters, Greenpoint, Michael McIlroy, orange bitters, rye, rye whiskey, sweet vermouth, yellow chartreuse","What whiskey-based cocktail do you recommend that combines the flavors of rye whiskey, yellow chartreuse, and sweet vermouth with a touch of citrus?"
327,Revolver,https://www.theeducatedbarfly.com/revolver/,"Originally done with Bulleit Bourbon, this drink was very popular at Bourbon & Branch in San Francisco.","- 2 oz Bourbon
- 1/2 oz Coffee Liqueur
- 2 dashes Orange bitters
- Orange Peel flamed
","1. Add ingredients to a mixing g.lass with cracked ice
2. Stir approximately 40 seconds until sufficiently chilled.
3. Strain into a chilled coupe.
4. Flame an orange peel over it.
5. Add the flamed orange peel as garnish.
6. Enjoy!
","Bourbon, coffee liqueur, orange bitters, Orange Peel, Revolver","Excuse me, bartender. Can you please make me a Revolver cocktail?"
328,Gin Gin Mule,https://www.theeducatedbarfly.com/gin-gin-mule/,"Created by NYC bartender Audrey Saunders in the early days of her career around the year 2000, this drink helped reintroduce drinkers to Gin after many years of being the red-headed stepchild of vodka. It’s essentially a south side done up as a mule.","- 1 1/2 oz Tanqueray Gin
- 1 oz Simple Syrup
- 3/4 oz Lime Juice
- 8-10 Mint Leaves
- Mint Sprig
- Ginger Beer
","1. Add to tin and muddle.
2. Shake with ice for 8-10 seconds.
3. Strain into a highball glass.
4. Top with ginger beer.
5. Enjoy!
","Audrey Saunders, Gin, Gin Gin Mule, ginger beer, lime juice, mint leaves, mint sprig, simple syrup, Tanqueray Gin","Could you recommend a cocktail with a refreshing blend of mint, lime, and ginger beer, similar to the Gin Gin Mule?"
329,Graveyard Shift,https://www.theeducatedbarfly.com/graveyard-shift/,"© 2023
The Educated Barfly","- 2 oz Black Rum something smooth and not too funky, like Goslings or a Demerara
- 1/2 oz Mr. Black
- 1/2 oz Cynar
- 20 Drops  Bittermens Xocolatl Mole Bitters Approx. 2 Dashes
- 1 Dash  Orange Bitters
- Orange twist
","1. Stir all ingredients with ice.
2. Strain into chilled Nick & Nora glass.
3. Express orange twist and discard.
",,"What rum would you recommend for a smooth and not too funky flavor, similar to Goslings or a Demerara, for a cocktail that also includes Mr. Black, Cynar, Xocolatl Mole Bitters, and orange bitters?"
330,Little Red,https://www.theeducatedbarfly.com/little-red/, Author: Jordan Field ,"- 1 1/2 oz St. George Terroir Gin
- 3/4 oz Lo-Fi Sweet Vermouth
- 1/4 oz Aperol
- 3/4 oz Lemon Juice
- 1/2 oz Simple Syrup
- 15 blueberries
- 3 more blueberries skewered
","1. 1) Muddle blueberries in shaker.
2. 2) Add other ingredients and shake with ice.
3. 3) Double strain into chilled coupe.
4. 4) Garnish with 3 more blueberries on a pick.
",,"Can you recommend a cocktail that combines the herbaceous notes of gin with the sweetness of vermouth, a hint of bitterness from Aperol, and the refreshing tartness of lemon juice and blueberries?"
331,Vespid,https://www.theeducatedbarfly.com/vespid/,"© 2023
The Educated Barfly","- 1 1/2 oz  Bertoux brandy
- 3/4 oz Carpano Antica
- 1/2 oz Tempus Fugit crème de cacao
- 1/4 oz Fernet-Branca
- * 2 dashes absinthe
","1. 1) Stir all ingredients with ice.
2. 2) Strain into chilled Nick & Nora glass.
",,"What cocktail would you recommend that highlights the rich flavors of brandy, Carpano Antica, crème de cacao, Fernet-Branca, and a touch of absinthe?"
332,After-Dinner Flip,https://www.theeducatedbarfly.com/after-dinner-flip/,"© 2023
The Educated Barfly","- 1 1/2 oz Bertoux brandy
- 1/2 oz Mr. Black coffee liqueur
- 1/4 oz Amaro Montenegro
- 1/4 oz Cynar
- 1 tsp Fernet-Branca
- 1/4 oz Simple syrup 1:1
- 1 dash Cocolatl Mole bitters
- 1 dash Orange bitters
- 1 Egg
- * Grated cinnamon and orange twist
","1. 1) Dry shake all ingredients, without ice.
2. 2) Add ice and shake again.
3. 3) Strain into large chilled coupe.
4. 4) Garnish with grated cinnamon and an orange twist.
",,"Excuse me, bartender. I'm looking for a cocktail called the After-Dinner Flip. Can you tell me how it's made?"
333,Turning Japanese,https://www.theeducatedbarfly.com/turning-japanese/,"I wanted to create a Whiskey Sour using a Japanese whiskey that I actually like as I’m not fond of Japanese whiskey or a Whiskey Sour in general, I was challenging myself. The name comes from the song: ‘Turning Japanese’ by The Vapours. I chose Nikka Days as I think it’s a very good beginner whiskey for people who want to try Japanese Whiskey and it’s also good for mixing. I had to create three drinks to pass an exam for the Company I work for. It’s called Be At One (in the UK, I work at the one in Leeds) and this is the best out of three that I created. I have changed the Garnish from the one in the picture. If you haven’t heard the song, I recommend you do as it’s very catchy haha 🙂 I hope you pick my drink in one of your videos. Love the channel, keep up the good work Leandro! 🙂","- 1 1/2 oz Japanese Whisky Nikka Days
- 1 oz Lemon Juice
- 1/2 oz Honey Syrup
- 1/2 oz Egg White
- 1/2 oz Monin Yuzu Puree
- 2 dash  Angostura Bitters 4 from Japanese Dasher
","1. Chilled Coupe or Martini Glass
2. no ice
3. Shake and double strain, dry shake to airate
4. Garnish with angostura bitter droplets on top of the head, can add the dehydrated lemon wheel if you want to 🙂
",,"Could you please make me a cocktail that highlights the flavors of Japanese whisky, lemon, honey, yuzu, and a hint of bitters?"
334,The Poison Apple,https://www.theeducatedbarfly.com/the-poison-apple/,"James Brooks, Big fan of the show and a local bartender out of NC. I’m coming to you from “The Mark”; a bar located within the “Inn at Elon”, a five-star inn associated with one of the top business schools and one of the most beautiful campuses in North America. I came from more humble roots that don’t necessarily represent the university but I wanted something that took precedence of the area and wanted to represent its local flavor. The locally sourced apple brandy meshes perfectly with this bourbon smash and aids in its sweetness and smokiness. The cocktail presents itself as too much at first; both very tart and very sweet thus concealing its true abv content, this is less a bug and more a feature as it is served over ice in a pre-chilled rocks glass. As it leads you to go back for a “second bite” it dilutes itself becoming an unflowered delight in its true form; as well as a potent and dangerous abv mix! I must insist on demerara gum syrup and quality aged apple brandy for this, anything else will leave you with the unmistakable taste of a grape jolly rancher … an abomination I haven’t a name for yet. The acacia serves as the vector for both a mouthfeel that yields to its deception and helps in lengthening and delaying the apple crisp ending to this cocktail and the smokiness of the brandy pairs with the sweeter milder bourbon in painting a high-strung rip of acidity and flavor throughout the palate that is both delicate and very much hard-hitting. This is a cocktail that I have Halloween in particular in mind for and will be pushing for the bar to introduce in association with. A feature would sure help! I will happily send you a bottle of the suggested NC Apple Brandy! It’s a lovely product that fills a niece that I never knew I had in cocktail making. It shines in a select few. I hope this cocktail makes rounds this October! It has all the makings of the festive and iconic staple that I wish to establish here; with locally sourced ingredients that just fit in perfectly with the specs. ","- 2 oz Bourbon Elijah Craig Small Batch
- 1/2 oz Brandy Fair Game Apple 
- 3/4 oz  Lemon Juice
- 3/4 oz Syrup Basil Demerara Gum Syrup
- 3 Blackberries
- Green Apple
- Blackberry Spear
","1. Muddle 3 Blackberries in the Demerara Gum Syrup in a cocktail tin.
2. Mix all ingredients in a cocktail tin
3. Hard shake
4. Double strain over fresh ice in chilled Rocks Glass.
5. Garnish with a green apple bouquet and a single blackberry spear.
","Basil Demerara Gum Syrup, Blackberries, Blackberry Spear, Bourbon, Brandy, Elijah Craig Small Batch Bourbon, Fair Game Apple Brandy, green apple, James Brooks, lemon juice, Syrup, The Poison Apple","Can you recommend a cocktail that combines the tartness of lemon juice, the sweetness of basil demerara gum syrup, and the smokiness of apple brandy and bourbon?"
335,Nordic Heather,https://www.theeducatedbarfly.com/nordic-heather/,"This cocktail stemmed from being gifted a bottle of chai bitters from my dad. Straight away, I had a feeling that they would complement akvavit really well, started drafting some ideas at homeThe recipe below is the best outcome I’ve had. One of the first drafts I did had gin instead of vodka, but I didn’t think the gin came through much in the flavor profile, if at the name ‘Nordic Heather’ comes from the akvavit being the forefront of the cocktail, plus the heather honey that’s in Drambuie","- 1½ oz Akvavit
- ½ oz Drambuie
- ¾ oz Vodka
- ¼ oz Rich Simple Syrup
- 4 Drops Chai Bitters
- Absinthe Rinse
","1. Rinse/mist Nick & Nora glass with absinthe.
2. Stir rest of the ingredients.
3. Strain into glass.
4. Express lemon zest over the top.
","Absinthe Rinse, Akvavit, Chai Bitters, Drambuie, Kay Oakley, Nordic Heather, rich simple syrup, Vodka","Could you recommend a cocktail that showcases the unique flavors of akvavit and incorporates herbal notes like heather honey, similar to the Nordic Heather cocktail?"
336,Garibaldi,https://www.theeducatedbarfly.com/garibaldi/,"Cocktail Created by Richard Boccato for Dutch Kills, Long Island NY","- 1 oz Rye Whiskey
- 1 oz Campari
- 3/4 oz Lemon Juice
- 3/4 oz Simple Syrup
- 3-4 pcs Large Red Grapes or 6-8 Small ones
- 1/2 Orange Wheel
- Grape
","1. Add all ingredients to a shaking tin.
2. Muddle the grapes.
3. Add ice and shake 8-10 seconds.
4. Double strain into a Rocks glass with a single Big Rock Of Ice (or over small cubes).
5. Garnish with ﻿﻿half an Orange Wheel and Grape.
6. Enjoy!
","Campari, Garibaldi, grapes, lemon juice, Orange Wheel, Richard Boccato, rye whiskey, simple syrup","Could you please make me a cocktail similar to the Garibaldi, created by Richard Boccato for Dutch Kills in Long Island, which features rye whiskey and Campari as the main spirits, along with muddled grapes and lemon juice for a refreshing twist?"
337,Rainbow Sour,https://www.theeducatedbarfly.com/rainbow-sour/,Created by Dale Degroff for the Rainbow Room in NYC,"- 1 1/2 oz Pineau Des Charentes
- 1/2 oz Marie Brizard Apricot liqueur
- 1 oz Fresh Lemon Juice
- 1 oz Simple Syrup
- Luxardo Cherry
- Orange Slice
","1. Add all ingredients to a shaking tin.
2. Shake with ice for 8-10 seconds.
3. Strain into an old fashioned glass over ice cubes.
4. Garnish Cherry and Orange.
5. Enjoy!
","dale degroff, Fresh Lemon Juice, lemon juice, Luxardo Cherry, Marie Brizzard Apricot liqueur, orange slice, Pineau Des Charentes, Rainbow Sour","Can you make a cocktail similar to the Rainbow Sour, featuring fresh lemon juice and a shaken preparation method?"
338,Rome With A View,https://www.theeducatedbarfly.com/rome-with-a-view/,This drink comes from Attaboy co-owner Michael McIlroy and was created,"- 1 oz Campari
- 1 oz Dry Vermouth
- 1 oz Lime Juice
- 3/4 oz Simple Syrup
- Soda Water
","1. Add all ingredients to a shaking tin.
2. Shake with ice For 8-10 seconds.
3. Strain into a highball glass and top with soda.
4. Enjoy!
","Campari, dry vermouth, lime juice, Michael McIlroy, Rome WIth a View, simple syrup, soda water","Could you recommend a cocktail that combines the bitter notes of Campari, the dryness of vermouth, and the refreshing tang of lime juice, similar to the Rome With A View cocktail?"
